HudongItem1,relation,HudongItem2
疏晶楼梯草,parent taxon,楼梯草属
宜昌楼梯草,parent taxon,楼梯草属
刀叶楼梯草,parent taxon,楼梯草属
长苞楼梯草,parent taxon,楼梯草属
微序楼梯草,parent taxon,楼梯草属
瘤茎楼梯草,parent taxon,楼梯草属
密齿楼梯草,parent taxon,楼梯草属
镰状楼梯草,parent taxon,楼梯草属
西畴楼梯草,parent taxon,楼梯草属
新宁楼梯草,parent taxon,楼梯草属
丝梗楼梯草,parent taxon,楼梯草属
桂林楼梯草,parent taxon,楼梯草属
贡山楼梯草,parent taxon,楼梯草属
海南楼梯草,parent taxon,楼梯草属
毛序楼梯草,parent taxon,楼梯草属
微鳞楼梯草,parent taxon,楼梯草属
滇桂楼梯草,parent taxon,楼梯草属
树志楼梯草,parent taxon,楼梯草属
菱叶楼梯草,parent taxon,楼梯草属
瑶山楼梯草,parent taxon,楼梯草属
拟细尾楼梯草,parent taxon,楼梯草属
疣果楼梯草,parent taxon,楼梯草属
翅茎赤车,parent taxon,赤车属
羽脉赤车,parent taxon,赤车属
大叶赤车,parent taxon,赤车属
光果赤车,parent taxon,赤车属
短角赤车,parent taxon,赤车属
短叶赤车,parent taxon,赤车属
硬毛赤车,parent taxon,赤车属
尖齿赤车,parent taxon,赤车属
富宁赤车,parent taxon,赤车属
华南赤车,parent taxon,赤车属
异被赤车,parent taxon,赤车属
长梗赤车,parent taxon,赤车属
滇南赤车,parent taxon,赤车属
曲毛赤车,parent taxon,赤车属
波缘赤车,parent taxon,赤车属
假楼梯草,parent taxon,假楼梯草属
五萼冷水花,parent taxon,冷水花属
翠茎冷水花,parent taxon,冷水花属
三角形冷水花,parent taxon,冷水花属
矮冷水花,parent taxon,冷水花属
浙江蝎子草,parent taxon,蝎子草属
大蝎子草,parent taxon,蝎子草属
台湾蝎子草,parent taxon,蝎子草属
花点草,parent taxon,花点草属
川藏蛇菰,parent taxon,蛇菰属
红冬蛇菰,parent taxon,蛇菰属
宜昌蛇菰,parent taxon,蛇菰属
红烛蛇菰,parent taxon,蛇菰属
隐轴蛇菰,parent taxon,蛇菰属
粗穗蛇菰,parent taxon,蛇菰属
印度蛇菰,parent taxon,蛇菰属
皱球蛇菰,parent taxon,蛇菰属
彩丽蛇菰,parent taxon,蛇菰属
杯茎蛇菰,parent taxon,蛇菰属
寄生花,parent taxon,寄生花属
帽蕊草,parent taxon,帽蕊草科
长叶百蕊草,parent taxon,百蕊草属
大果百蕊草,parent taxon,百蕊草属
长花百蕊草,parent taxon,百蕊草属
草地百蕊草,parent taxon,百蕊草属
滇西百蕊草,parent taxon,百蕊草属
急折百蕊草,parent taxon,百蕊草属
藏东百蕊草,parent taxon,百蕊草属
绿叶木蓼,parent taxon,木蓼属
高山蓼,parent taxon,冰岛蓼属
抱茎蓼,taxon synonym,抱茎蓼
抱茎蓼,basionym,抱茎蓼
耳叶蓼,taxon synonym,耳叶蓼
耳叶蓼,basionym,耳叶蓼
乌饭树叶蓼,basionym,乌饭树叶蓼
光蓼,basionym,光蓼
蚕茧草,basionym,蚕茧草
长鬃蓼,taxon synonym,长鬃蓼
冰岛蓼,parent taxon,冰岛蓼属
刺花莲子草,parent taxon,虾钳菜属
长鬃蓼,basionym,长鬃蓼
伏毛蓼,taxon synonym,伏毛蓼
香蓼,basionym,香蓼
千针苋,parent taxon,千针苋属
伏毛蓼,basionym,伏毛蓼
杂配轴藜,parent taxon,轴藜属
大洋洲滨藜,parent taxon,滨藜属
鞑靼滨藜,parent taxon,滨藜属
角果藜,parent taxon,角果藜属
疣苞滨藜,taxon synonym,疣苞滨藜
兴安虫实,parent taxon,虫实属
烛台虫实,parent taxon,虫实属
长穗虫实,parent taxon,虫实属
粗喙虫实,parent taxon,虫实属
中亚虫实,parent taxon,虫实属
黄河虫实,parent taxon,虫实属
倒披针叶虫实,parent taxon,虫实属
蒙古虫实,parent taxon,虫实属
疣苞滨藜,basionym,疣苞滨藜
早熟虫实,parent taxon,虫实属
假镰叶虫实,parent taxon,虫实属
软毛虫实,parent taxon,虫实属
苞藜,parent taxon,苞藜属
杂配藜,taxon synonym,杂配藜
杂配藜,basionym,杂配藜
雾冰藜,taxon synonym,雾冰藜
阿拉善单刺蓬,parent taxon,单刺蓬属
棒叶节节木,parent taxon,节节木属
蒿叶猪毛菜,parent taxon,猪毛菜属
露果猪毛菜,parent taxon,猪毛菜属
浆果猪毛菜,parent taxon,猪毛菜属
紫翅猪毛菜,taxon synonym,紫翅猪毛菜
散枝猪毛菜,taxon synonym,散枝猪毛菜
费尔干猪毛菜,taxon synonym,费尔干猪毛菜
蒙古猪毛菜,parent taxon,猪毛菜属
无翅猪毛菜,parent taxon,猪毛菜属
钠猪毛菜,taxon synonym,钠猪毛菜
短柱猪毛菜,taxon synonym,短柱猪毛菜
紫翅猪毛菜,basionym,紫翅猪毛菜
东方猪毛菜,parent taxon,猪毛菜属
珍珠猪毛菜,parent taxon,猪毛菜属
散枝猪毛菜,basionym,散枝猪毛菜
费尔干猪毛菜,basionym,费尔干猪毛菜
短柱猪毛菜,basionym,短柱猪毛菜
白花苋,parent taxon,白花苋属
蔷薇猪毛菜,parent taxon,猪毛菜属
粗枝猪毛菜,taxon synonym,粗枝猪毛菜
苏打猪毛菜,parent taxon,猪毛菜属
柴达木猪毛菜,parent taxon,猪毛菜属
钠猪毛菜,basionym,钠猪毛菜
柽柳叶猪毛菜,parent taxon,猪毛菜属
皱叶黄细心,parent taxon,黄细心属
黄细心,parent taxon,黄细心属
直立黄细心,parent taxon,黄细心属
多雄蕊商陆,parent taxon,商陆属
垂序商陆,parent taxon,商陆属
薄翅猪毛菜,parent taxon,猪毛菜属
粗枝猪毛菜,basionym,粗枝猪毛菜
高加索治疝草,parent taxon,治疝草属
治疝草,parent taxon,治疝草属
杂性治疝草,parent taxon,治疝草属
大爪草,parent taxon,大爪草属
多荚草,parent taxon,多荚草属
蔓孩儿参,parent taxon,孩儿参属
异花孩儿参,parent taxon,孩儿参属
毛脉孩儿参,parent taxon,孩儿参属
矮小孩儿参,parent taxon,孩儿参属
细叶孩儿参,parent taxon,孩儿参属
长白卷耳,parent taxon,卷耳属
六齿卷耳,parent taxon,卷耳属
喜泉卷耳,parent taxon,卷耳属
缘毛卷耳,parent taxon,卷耳属
紫草叶卷耳,parent taxon,卷耳属
华北卷耳,parent taxon,卷耳属
细叶卷耳,parent taxon,卷耳属
抱茎叶卷耳,parent taxon,卷耳属
鄂西卷耳,parent taxon,卷耳属
兴安繁缕,parent taxon,繁缕属
偃卧繁缕,parent taxon,繁缕属
岩生繁缕,parent taxon,繁缕属
二柱繁缕,parent taxon,繁缕属
翻白繁缕,parent taxon,繁缕属
细叶繁缕,parent taxon,繁缕属
长叶繁缕,parent taxon,繁缕属
柳叶繁缕,parent taxon,繁缕属
沼生繁缕,parent taxon,繁缕属
莓苔状繁缕,parent taxon,繁缕属
准噶尔繁缕,parent taxon,繁缕属
矮陷繁缕,parent taxon,繁缕属
米林繁缕,parent taxon,繁缕属
冻原繁缕,parent taxon,繁缕属
小繁缕,parent taxon,繁缕属
小伞花繁缕,parent taxon,繁缕属
亚伞花繁缕,parent taxon,繁缕属
新疆种阜草,parent taxon,种阜草属
分枝感应草,parent taxon,感应草属
异腺草,parent taxon,异腺草属
大王花,parent taxon,大花草科
白玉草,parent taxon,蝇子草属
菟葵,parent taxon,菟葵属
箭叶大油芒,parent taxon,大油芒属
细叶雪茄花,parent taxon,萼距花属
干花豆,parent taxon,干花豆属
大油芒,parent taxon,大油芒属
峨眉雪胆,parent taxon,雪胆属
浮叶眼子菜,parent taxon,眼子菜属
纸莎草,parent taxon,莎草属
西南无心菜,parent taxon,无心菜属
北疆缬草,parent taxon,缬草属
高山缬草,parent taxon,缬草属
髯毛缬草,parent taxon,缬草属
柔垂缬草,parent taxon,缬草属
芥叶缬草,parent taxon,缬草属
瑞香缬草,parent taxon,缬草属
小花缬草,parent taxon,缬草属
大花还亮草,parent taxon,还亮草
裂叶星果草,parent taxon,星果草属
洼瓣花,parent taxon,顶冰花属
江苏石蒜,parent taxon,石蒜属
短蕊石蒜,parent taxon,石蒜属
耳状人字果,parent taxon,人字果属
裂萼草莓,parent taxon,草莓属
五叶草莓,parent taxon,草莓属
南川冷水花,parent taxon,冷水花属
粗齿冷水花,parent taxon,冷水花属
圆瓣冷水花,parent taxon,冷水花属
天山翠雀花,parent taxon,翠雀属
透茎冷水花,parent taxon,冷水花属
小叶冷水花,parent taxon,冷水花属
宝岛美冠兰,parent taxon,美冠兰属
宝兴翠雀花,parent taxon,翠雀属
小侧金盏花,parent taxon,夏侧金盏花
长萼瞿麦,parent taxon,石竹属
针叶石竹,parent taxon,石竹属
玉山石竹,parent taxon,石竹属
白毛银露梅,parent taxon,银露梅
羽叶花,parent taxon,羽叶花属
托叶龙芽草,parent taxon,龙芽草属
灰毛地蔷薇,parent taxon,地蔷薇属
砂生地蔷薇,parent taxon,地蔷薇属
三裂地蔷,parent taxon,地蔷薇属
大头叶无尾果,parent taxon,无尾果属
西北沼委陵菜,parent taxon,沼委陵菜属
皱果蛇莓,parent taxon,蛇莓属
旋果蚊子草,parent taxon,蚊子草属
锈脉蚊子草,parent taxon,蚊子草属
台湾蚊子草,parent taxon,蚊子草属
翻白蚊子草,parent taxon,蚊子草属
细叶蚊子草,parent taxon,蚊子草属
东方草莓,parent taxon,草莓属
林石草,parent taxon,林石草属
马蹄黄,parent taxon,马蹄黄属
舞花姜,parent taxon,舞花姜属
点乳冷水花,parent taxon,冷水花属
盾基冷水花,parent taxon,冷水花属
大托叶冷水花,parent taxon,冷水花属
长茎冷水花,parent taxon,冷水花属
亚高山冷水花,parent taxon,冷水花属
细叶冷水花,parent taxon,冷水花属
竹叶冷水花,parent taxon,冷水花属
石林冷水花,parent taxon,冷水花属
细裂黄鹌菜,parent taxon,黄鹌菜属
角冠黄鹌菜,parent taxon,黄鹌菜属
矮生黄鹌菜,parent taxon,黄鹌菜属
纤细冷水花,parent taxon,冷水花属
盾叶冷水花,parent taxon,冷水花属
序托冷水花,parent taxon,冷水花属
大果冷水花,parent taxon,冷水花属
雅致冷水花,parent taxon,冷水花属
细梗黄鹌菜,parent taxon,黄鹌菜属
钝齿冷水花,parent taxon,冷水花属
顶戟黄鹌菜,parent taxon,黄鹌菜属
羽脉冷水花,parent taxon,冷水花属
顶叶冷水花,parent taxon,冷水花属
长裂黄鹌菜,parent taxon,黄鹌菜属
大叶冷水花,parent taxon,冷水花属
康定黄鹌菜,parent taxon,黄鹌菜属
异叶黄鹌菜,parent taxon,黄鹌菜属
串珠毛冷水花,parent taxon,冷水花属
紫背冷水花,parent taxon,冷水花属
厚叶冷水花,parent taxon,冷水花属
戟叶黄鹌菜,parent taxon,黄鹌菜属
怒江黄鹌菜,parent taxon,黄鹌菜属
羽裂黄鹌菜,parent taxon,黄鹌菜属
广西冷水花,parent taxon,冷水花属
少花冷水花,parent taxon,冷水花属
红花冷水花,parent taxon,冷水花属
荫生冷水花,parent taxon,冷水花属
生根冷水花,parent taxon,冷水花属
川西黄鹌菜,parent taxon,黄鹌菜属
多裂黄鹌菜,parent taxon,黄鹌菜属
湿生冷水花,parent taxon,冷水花属
心托冷水花,parent taxon,冷水花属
陇南冷水花,parent taxon,冷水花属
泡果冷水花,parent taxon,冷水花属
叠鞘石斛,parent taxon,线叶石斛
丫蕊花,parent taxon,丫蕊花属
扭柄花,parent taxon,扭柄花属
开口箭,basionym,开口箭
蜂巢草,parent taxon,绣球防风属
串铃草,parent taxon,糙苏属
赛山蓝,parent taxon,赛山蓝属
野榆钱菠菜,parent taxon,滨藜属
塔城翠雀花,parent taxon,翠雀属
长叶水毛茛,parent taxon,水毛茛属
小水毛茛,parent taxon,水毛茛属
毛柄水毛茛,parent taxon,水毛茛属
脱萼鸦跖花,parent taxon,鸦跖花属
小鸦跖花,parent taxon,鸦跖花属
浙江金线兰,parent taxon,开唇兰属
犁苞滨藜,parent taxon,滨藜属
野滨藜,parent taxon,滨藜属
纤细黄鹌菜,parent taxon,黄鹌菜属
叉枝黄鹌,parent taxon,黄鹌菜属
铁破锣,parent taxon,铁破锣属
角叶铁破锣,parent taxon,铁破锣属
峨眉翠雀花,parent taxon,翠雀属
黑水翠雀花,parent taxon,翠雀属
云南翠雀花,parent taxon,翠雀属
海滨藜,parent taxon,滨藜属
轴藜,parent taxon,轴藜属
毛花地肤,parent taxon,雾冰藜属
白蓝翠雀花,parent taxon,翠雀属
川黔翠雀花,parent taxon,翠雀属
烟台翠雀花,parent taxon,翠雀属
兴安翠雀花,parent taxon,翠雀属
甘孜翠雀花,parent taxon,翠雀属
盐千屈菜,parent taxon,盐千屈菜属
巴塘翠雀花,parent taxon,翠雀属
宽距翠雀花,parent taxon,翠雀属
囊距翠雀花,parent taxon,翠雀属
拟螺距翠雀花,parent taxon,翠雀属
蓝翠雀花,parent taxon,翠雀属
美叶翠雀花,parent taxon,翠雀属
弯距翠雀花,parent taxon,翠雀属
奇林翠雀花,parent taxon,翠雀属
尾裂翠雀花,parent taxon,翠雀属
拟角萼翠雀花,parent taxon,翠雀属
角萼翠雀花,parent taxon,翠雀属
唇花翠雀花,parent taxon,翠雀属
白缘翠雀花,parent taxon,翠雀属
黄毛翠雀花,parent taxon,翠雀属
珠峰翠雀花,parent taxon,翠雀属
仲巴翠雀花,parent taxon,翠雀属
谷地翠雀花,parent taxon,翠雀属
鞘柄翠雀花,parent taxon,翠雀属
滇川翠雀花,parent taxon,翠雀属
密花翠雀花,parent taxon,翠雀属
拟长距翠雀花,parent taxon,翠雀属
长卵苞翠雀花,parent taxon,翠雀属
二郎山翠雀花,parent taxon,翠雀属
高翠雀花,parent taxon,翠雀属
对叶兰,parent taxon,对叶兰属
竹茎兰,parent taxon,竹茎兰属
普格红门兰,parent taxon,红门兰属
剪春罗,parent taxon,蝇子草属
四孔草,parent taxon,蓝耳草属
全唇兰,parent taxon,全唇兰属
裸芸香,parent taxon,裸芸香属
臭节草,parent taxon,石椒草属
毛臭节草,parent taxon,臭节草
矮小厚喙菊,parent taxon,厚喙菊属
安多无心菜,parent taxon,无心菜属
暗色蝇子草,parent taxon,蝇子草属
暗紫耧斗菜,parent taxon,耧斗菜属
爱氏马先蒿,parent taxon,马先蒿属
洱海南星,parent taxon,天南星属
二花蝴蝶草,parent taxon,蝴蝶草属
二花珍珠茅,parent taxon,珍珠茅属
饿蚂蝗,parent taxon,山蚂蝗属
间型沿阶草,parent taxon,沿阶草属
浆果薹草,parent taxon,薹草属
发秆薹草,parent taxon,薹草属
白花耧斗菜,parent taxon,耧斗菜属
白花菟葵,parent taxon,菟葵属
山柑科,parent taxon,十字花目
白序橐吾,parent taxon,橐吾属
白叶山莓草,parent taxon,山莓草属
山莓草,parent taxon,山莓草属
伏毛山莓草,parent taxon,山莓草属
楔叶山莓草,parent taxon,山莓草属
光叶山莓草,parent taxon,山莓草属
峨眉山莓草,parent taxon,山莓草属
丛生荽叶委陵菜,parent taxon,荽叶委陵菜
五叶山莓草,parent taxon,山莓草属
显脉山莓草,parent taxon,山莓草属
绢毛山莓草,parent taxon,山莓草属
四蕊山莓草,parent taxon,山莓草属
川鄂獐耳细辛,parent taxon,獐耳细辛属
具齿马先蒿,parent taxon,马先蒿属
南川马先蒿,parent taxon,马先蒿属
短柄粉条儿菜,parent taxon,粉条儿菜属
五蕊老牛筋,parent taxon,无心菜属
三小叶人字果,parent taxon,人字果属
繖花马先蒿,parent taxon,马先蒿属
日本续断,parent taxon,川续断属
西伯利亚还阳参,parent taxon,还阳参属
五叶悬钩子,parent taxon,悬钩子属
当归藤,parent taxon,酸藤子属
方氏淫羊藿,parent taxon,三枝九叶草
芳香棱子芹,parent taxon,棱子芹属
分枝大油芒,parent taxon,大油芒属
奋起湖冷水花,parent taxon,冷水花属
毛叶五匹青,parent taxon,五匹青
鹧鸪山囊瓣芹,parent taxon,囊瓣芹属
宜良囊瓣芹,parent taxon,囊瓣芹属
复伞银莲花,parent taxon,银莲花属
灌木短舌菊,parent taxon,短舌菊属
阿扎蝇子草,parent taxon,蝇子草属
矮千斤拔,parent taxon,千斤拔属
北方还阳参,parent taxon,还阳参属
北悬钩子,parent taxon,悬钩子属
绿茎还阳参,parent taxon,还阳参属
藏滇还阳参,parent taxon,还阳参属
天山还阳参,parent taxon,还阳参属
台湾赤瓟,parent taxon,赤瓟属
离舌橐吾,parent taxon,橐吾属
果山还阳参,parent taxon,还阳参属
多茎还阳参,parent taxon,还阳参属
芜菁还阳参,parent taxon,还阳参属
山地还阳参,parent taxon,还阳参属
全叶还阳参,parent taxon,还阳参属
抽茎还阳参,parent taxon,还阳参属
单穗升麻,parent taxon,类叶升麻属
尖萼耧斗菜,parent taxon,耧斗菜属
圆锥花远志,parent taxon,远志属
多裂骆驼蓬,parent taxon,骆驼蓬属
羊角天麻,parent taxon,九子母属
糙叶水苎麻,parent taxon,水苎麻
长柄异药花,parent taxon,异药花属
罗顿豆,parent taxon,罗顿豆属
长柄野扁豆,parent taxon,野扁豆属
泉七,parent taxon,泉七属
钝齿云南冠唇花,parent taxon,云南冠唇花
黄花云南冠唇花,parent taxon,云南冠唇花
花葶驴蹄草,parent taxon,驴蹄草属
白花驴蹄草,parent taxon,驴蹄草属
小花老鼠簕,parent taxon,老鼠簕属
丝叶薹草,parent taxon,薹草属
流苏蜘蛛抱蛋,parent taxon,蜘蛛抱蛋属
小花蜘蛛抱蛋,parent taxon,蜘蛛抱蛋属
大花蜘蛛抱蛋,parent taxon,蜘蛛抱蛋属
尾萼开口箭,parent taxon,开口箭属
弯蕊开口箭,parent taxon,开口箭属
距花万寿竹,parent taxon,万寿竹属
假含羞草,parent taxon,假含羞草属
革叶兔耳草,parent taxon,兔耳草属
中华花荵,parent taxon,花荵
短穗多花筋骨草,parent taxon,多花筋骨草
田春黄菊,parent taxon,春黄菊属
无毛白透骨消,parent taxon,白透骨消
中间光泽锥花,parent taxon,光泽锥花
细齿异野芝麻,parent taxon,异野芝麻
多毛大锥香茶菜,parent taxon,大锥香茶菜
长齿多叶香茶菜,parent taxon,多叶香茶菜
短齿白毛假糙苏,parent taxon,白毛假糙苏
截萼钟萼鼠尾草,parent taxon,鼠尾草属
走茎华西龙头草,parent taxon,华西龙头草
大花云南冠唇花,parent taxon,云南冠唇花
匍茎通泉草,parent taxon,通泉草属
达乌里芯芭,parent taxon,芯芭属
凹裂毛麝香,parent taxon,毛麝香属
球花毛麝香,parent taxon,毛麝香属
毛麝香,parent taxon,毛麝香属
光叶东北茶藨子,parent taxon,东北茶藨子
灰白毛莓,parent taxon,悬钩子属
福建狸尾豆,parent taxon,狸尾豆属
绵毛点地梅,parent taxon,点地梅属
展毛韧黄芩,parent taxon,韧黄芩
塔头狭叶黄芩,parent taxon,狭叶黄芩
硬毛四裂花黄芩,parent taxon,四裂花黄芩
